ID,Shift_ID,Type,Realization,Status,Direction,Source_Concept,Source_Concept_ID,Target_Concept,Target_Concept_ID,Source_Language,Source_Language_ID,Target_Language,Target_Language_ID,Source_Meaning,Target_Meaning,Source_Word,Target_Word
29874,shift3389,Polysemy,2,ACCEPTED,—,"to ask, inquire",2240,to torture,3305,Church Slavonic,235,Church Slavonic,235,to ask,to torture,изтѩзати,изтѩзати
29880,shift6026,Polysemy,1,ACCEPTED,→,deaf,4396,remote area,1457,Russian,157,Russian,157,deaf,"located in the wilderness, remote from the centers of cultural and social life; provincial",глухой,глухой
29882,shift6026,Polysemy,3,ACCEPTED,→,deaf,4396,remote area,1457,Serbian,1093,Serbian,1093,deaf,remote area,глув (gluv),глув (gluv)
29897,shift7263,Polysemy,1,NEW,→,"edge, border",3810,end,3837,Serbian,1093,Serbian,1093,"edge, border",end,крај (kraj),крај (kraj)
29898,shift7263,Polysemy,2,NEW,→,"edge, border",3810,end,3837,Croatian,812,Croatian,812,"edge, border",end,kraj,kraj
29901,shift4334,Polysemy,2,NEW,—,to ride a surfboard,3087,to browse through (a digital source),2382,Russian,157,Russian,157,to ride a surfboard,to browse through (a digital source),сёрфить/sërfit’,сёрфить/sërfit’
29904,shift6114,Polysemy,1,ACCEPTED,→,hair (of animals),1542,wool,119,Russian,157,Russian,157,hair (of animals),wool,шерсть,шерсть
29910,shift7981,Derivation,2,ACCEPTED,→,red,1444,hearts (in cards),1589,Russian,157,Russian,157,red,hearts (in cards),червоный,черви
29911,shift1150,Derivation,1,ACCEPTED,→,low (location),263,bad (ethically),3494,Russian,157,Russian,157,under,mean,pod,podlyj
29915,shift1150,Polysemy,5,ACCEPTED,→,low (location),263,bad (ethically),3494,Russian,157,Russian,157,low,low,nizkij,nizkij
29926,shift1150,Polysemy,16,NEW,→,low (location),263,bad (ethically),3494,Serbian,1093,Serbian,1093,low (location),bad (ethically),низак (nizak),низак (nizak)
29927,shift1150,Polysemy,17,NEW,→,low (location),263,bad (ethically),3494,Croatian,812,Croatian,812,low (location),bad (ethically),nizak,nizak
29930,shift1150,Polysemy,20,NEW,→,low (location),263,bad (ethically),3494,Bulgarian,110,Bulgarian,110,low (location),bad (ethically),нисък,нисък
29934,shift1522,Derivation,2,ACCEPTED,→,head,1578,"heading, title",1579,Russian,157,Russian,157,head,header,glava / golova,zaglavie / zagolovok
29939,shift1344,Derivation,1,ACCEPTED,?,to squeak,3205,murine rodent,746,Russian,157,Russian,157,"to peep, to squeak",wall creeper,piščat&#39;,piščuha
29944,shift5057,Polysemy,3,ACCEPTED,→,dry,4491,dry (wine),4492,Russian,157,Russian,157,dry,dry (wine),сухой (suxoj),сухой (suxoj)
29953,shift4353,Derivation,1,ACCEPTED,→,to burn (intr.),2384,bitter,3607,Russian,157,Russian,157,to burn (intr.),bitter,гореть (goret&#39;),горький (gor&#39;kij)
29955,shift3388,Derivation,2,NEW,→,"to pull, to draw",3018,to torture,3305,Church Slavonic,235,Church Slavonic,235,to pull,to torture,тѩгати,изтѩзати
29959,shift2977,Derivation,1,ACCEPTED,→,poppy (Papaver somniferum),441,"top, upper part",3407,Russian,157,Russian,157,poppy,top of the head,mak,makuška
29962,shift5055,Derivation,1,ACCEPTED,→,"to strike, hit",3234,to correspond,2464,Russian,157,Russian,157,"to beat, hit",(informal) to be compatible,бить,биться
29968,shift5604,Derivation,1,ACCEPTED,→,to pray,2996,mantis,582,Russian,157,Russian,157,to pray,mantis,молиться (molit&#39;sja),богомол (bogomol)
29969,shift5604,Derivation,2,ACCEPTED,→,to pray,2996,mantis,582,Belarusan,242,Belarusan,242,to pray,mantis,малiць,багамол
29970,shift5604,Derivation,3,ACCEPTED,→,to pray,2996,mantis,582,Bulgarian,110,Bulgarian,110,to pray,mantis,моля,богомолка
29977,shift5604,Derivation,10,ACCEPTED,→,to pray,2996,mantis,582,Ukrainian,138,Ukrainian,138,to pray,mantis,молити,богомол
29980,shift5604,Derivation,13,ACCEPTED,→,to pray,2996,mantis,582,Polish,171,Polish,171,to pray,mantis,modlić się,modliszka
29981,shift5604,Derivation,14,ACCEPTED,→,to pray,2996,mantis,582,Macedonian,118,Macedonian,118,to pray,mantis,моли,богомолка
29986,shift5604,Derivation,19,ACCEPTED,→,to pray,2996,mantis,582,Slovenian,190,Slovenian,190,to pray,mantis,moliti,bogomolka
29987,shift5604,Derivation,20,ACCEPTED,→,to pray,2996,mantis,582,Slovak,234,Slovak,234,to pray,mantis,modliť sa,modlivka
29988,shift5604,Derivation,21,ACCEPTED,→,to pray,2996,mantis,582,Croatian,812,Croatian,812,to pray,mantis,moliti se,bogomoljka
29989,shift5604,Derivation,22,ACCEPTED,→,to pray,2996,mantis,582,Serbian,1093,Serbian,1093,to pray,mantis,молити се (moliti se),богомољка (bogomoljka)
29998,shift8464,Derivation,3,ACCEPTED,→,draught animal,4478,husband / wife,1695,Old Church Slavonic,155,Old Church Slavonic,155,pair of draught animals,to marry,сѫпрѫгъ (sǫprǫgŭ),съпрѧгнѫти сѧ (sŭpręgnǫti sę)
29999,shift8464,Polysemy,4,ACCEPTED,→,draught animal,4478,husband / wife,1695,Old East Slavic,160,Old East Slavic,160,pair of draught animals,spouses,сꙋпрꙋгъ (suprugŭ),сꙋпрꙋгъ (suprugŭ)
30021,shift0200,Derivation,1,ACCEPTED,→,to bind,2345,astringent,2048,Russian,157,Russian,157,"to tie, to bind",astringent taste,vjazat&#39;,vjažuščij vkus
30025,shift1086,Polysemy,3,ACCEPTED,—,girl,786,doll,4460,Russian,157,Russian,157,little girl,doll,ляля,ляля
30028,shift4421,Polysemy,1,ACCEPTED,→,almond,1973,tonsil,3401,Russian,157,Russian,157,almond (nut),tonsil,миндалина (mindalina),миндалина (mindalina)
30031,shift4421,Polysemy,4,ACCEPTED,→,almond,1973,tonsil,3401,Slovak,234,Slovak,234,"almond tree,  core of the almondalmond nut",tonsil,mandľa,mandľa
30036,shift4421,Polysemy,9,ACCEPTED,→,almond,1973,tonsil,3401,Polish,171,Polish,171,almond,tonsil,migdał,migdał
30039,shift4421,Polysemy,12,ACCEPTED,→,almond,1973,tonsil,3401,Croatian,812,Croatian,812,almond,tonsil,mandula,mandula (usually pl. mandule)
30045,shift4421,Polysemy,18,ACCEPTED,→,almond,1973,tonsil,3401,Czech,174,Czech,174,almond,tonsil,mandle,mandle
30056,shift0674,Polysemy,3,ACCEPTED,→,&lt;artiodactyl (even-toed animal)&gt;,1917,woman,109,Russian,157,Russian,157,jade,"(derogatory) old, exhausted woman",кляча,кляча
30057,shift0674,Polysemy,4,ACCEPTED,→,&lt;artiodactyl (even-toed animal)&gt;,1917,woman,109,Russian,157,Russian,157,mare,"(informal) about a tall healthy young woman, girl",кобыла,кобыла
30059,shift0674,Polysemy,6,ACCEPTED,→,&lt;artiodactyl (even-toed animal)&gt;,1917,woman,109,Bulgarian,110,Bulgarian,110,mare,(derogatory) large and coarse woman,кобила,кобила
30060,shift0674,Polysemy,7,ACCEPTED,→,&lt;artiodactyl (even-toed animal)&gt;,1917,woman,109,Czech,174,Czech,174,mare,rude abuse of a woman,klisna,klisna
