ID,Shift_ID,Type,Realization,Status,Direction,Source_Concept,Source_Concept_ID,Target_Concept,Target_Concept_ID,Source_Language,Source_Language_ID,Target_Language,Target_Language_ID,Source_Meaning,Target_Meaning,Source_Word,Target_Word
16010,shift1985,Polysemy,51,NEW,→,silver,4081,money,700,Classical Armenian,293,Classical Armenian,293,silver,money,arcatʿ (արծաթ),arcatʿ (արծաթ)
16145,shift8484,Polysemy,2,ACCEPTED,→,inkwell,1780,squid,4235,Armenian,176,Armenian,176,"(erly Modern Arnemian, XVII c. Venice) inkwell",squid,kaġamar (կաղամար),kaġamar (կաղամար)
16156,shift1167,Polysemy,6,ACCEPTED,?,to tremble,3315,to fear,2610,Armenian,176,Armenian,176,to tremble,to be afraid,srsp(h)al,srsp(h)al
16454,shift0366,Polysemy,4,ACCEPTED,—,heavy (of weight),1594,difficult,4433,Armenian,176,Armenian,176,heavy in weight,difficult,canr (ծանր),canr (ծանր)
16718,shift6153,Derivation,2,NEW,→,apple,2018,pineapple,383,Armenian,176,Armenian,176,apple,(formal) pineapple,xnjor (խնձոր),arkʿayaxnjor (արքայախնձոր)
16738,shift5613,Polysemy,9,ACCEPTED,→,left,183,left (political),184,Armenian,176,Armenian,176,left,left (political),jax (ձախ),jax (ձախ)
16755,shift4327,Polysemy,2,ACCEPTED,→,house,1678,verse,3759,Classical Armenian,293,Classical Armenian,293,house,"couplet, strophe, stanza, verse",tun (տուն),tun (տուն)
16769,shift0452,Polysemy,2,ACCEPTED,→,eye,3890,"cavity, hollow",920,Armenian,176,Armenian,176,eyes,"a small hole, niche in a wall, drawer, cave (cheese)",aǰk(h),aǰk(h)
16793,shift1408,Polysemy,1,NEW,—,foam,1331,cream (of milk),1132,Armenian,176,Armenian,176,foam,cream,ser (սեր),ser (սեր)
16801,shift5428,Polysemy,1,NEW,→,three times,2183,very,3761,Classical Armenian,293,Classical Armenian,293,"three times, thrice","(figuratively, Hellenizing School) very, much",ericʿs (երիցս),ericʿs (երիցս)
16805,shift0926,Polysemy,3,ACCEPTED,—,barley,3516,sty (on the eye),4313,Armenian,176,Armenian,176,barley,sty,gari,gari
16920,shift1035,Polysemy,4,ACCEPTED,?,healthy,1585,intact,1796,Armenian,176,Armenian,176,healthy,whole,sał,sał
16921,shift1035,Polysemy,5,ACCEPTED,?,healthy,1585,intact,1796,Armenian,176,Armenian,176,healthy,"whole, entire",ołǰ,ołǰ
16958,shift7068,Polysemy,1,NEW,—,nurse,1896,midwife,656,Classical Armenian,293,Classical Armenian,293,nurse,midwife,dayeak (դայեակ),dayeak (դայեակ)
16988,shift1323,Polysemy,6,ACCEPTED,—,dark (adj.),4382,"gloomy, depressed",796,Armenian,176,Armenian,176,dark,gloomy,mut(h),mut(h)
17121,shift5985,Polysemy,3,ACCEPTED,→,"grain, seed",823,descendant,4417,Classical Armenian,293,Classical Armenian,293,"grain, seed","(figuratively) progeny, race, descendants",sermn (սերմն),sermn (սերմն)
17161,shift1538,Polysemy,3,ACCEPTED,→,crow,1147,spades (in cards),4183,Armenian,176,Armenian,176,"crow, raven",spades (in cards),agṙav (ագռավ),agṙav (ագռավ)
17303,shift5236,Polysemy,3,ACCEPTED,→,brother,3700,member of religious organisation,634,Classical Armenian,293,Classical Armenian,293,brother,"friar, monk",ełbayr (եղբայր),ełbayr (եղբայր)
17352,shift1399,Polysemy,9,ACCEPTED,—,dirty,4440,bad (ethically),3494,Armenian,176,Armenian,176,"dirty, solied","mean, base, vile",kałtat,kałtat
17369,shift5679,Polysemy,5,ACCEPTED,→,mine (underground tunnel),669,mine (explosive device),668,Armenian,176,Armenian,176,tunnel (trench concealing an assailant's approach to a fortified place),mine (explosive device),akan (ական),akan (ական)
17436,shift0976,Derivation,5,ACCEPTED,→,thread,2182,wire (n.),96,Armenian,176,Armenian,176,"rope, cord, string",wire (n.),lar (լար),metaġalar (մետաղալար)
17474,shift5775,Polysemy,18,ACCEPTED,→,bow (weapon),3659,"bow, fiddlestick",3660,Armenian,176,Armenian,176,bow (weapon),"bow, fiddlestick",ałeł (աղեղ),ałeł (աղեղ)
17717,shift0160,Polysemy,10,ACCEPTED,→,salad,3927,lettuce,201,Armenian,176,Armenian,176,salad,common lettuce,salatʿ (սալաթ),salatʿ (սալաթ)
17874,shift5457,Polysemy,3,NEW,→,prophet,479,mantis,582,Armenian,176,Armenian,176,"soothsayer, oracle",mantis,harcʿuk (հարցուկ),harcʿuk (հարցուկ)
17976,shift0392,Polysemy,18,ACCEPTED,—,beautiful,3545,good,814,Western Armenian,1251,Western Armenian,1251,beautiful,good,ałvor (աղվոր),ałvor (աղվոր)
18054,shift5818,Derivation,1,ACCEPTED,→,"to strike, hit",3234,artery,2036,Armenian,176,Armenian,176,"to beat, hit",artery,zarkel (զարկել),zarkerak (զարկերակ)
18123,shift7107,Polysemy,1,NEW,→,pillow,376,base (geometry),3521,Classical Armenian,293,Classical Armenian,293,"pillow (that is put under the head); cushion for sitting, considered a sign of dignity",base of a triangle,barj (բարձ),barj (բարձ)
