ID,Shift_ID,Type,Realization,Status,Direction,Source_Concept,Source_Concept_ID,Target_Concept,Target_Concept_ID,Source_Language,Source_Language_ID,Target_Language,Target_Language_ID,Source_Meaning,Target_Meaning,Source_Word,Target_Word
3409,shift8623,Polysemy,7,NEW,→,crawfish,1131,cancer (disease),884,Lithuanian,126,Lithuanian,126,crawfish,cancer (disease),vėžỹs,vėžỹs
3448,shift2044,Polysemy,2,ACCEPTED,—,thick,2167,"dense, thick (liquid)",4414,Latvian,140,Latvian,140,thick (in dimension),thick (in density),biezs,biezs
3768,shift0796,Derivation,4,ACCEPTED,→,to carry,2401,pregnant,456,Lithuanian,126,Lithuanian,126,carry,pregnant,nešti,neščia
3872,shift5893,Derivation,4,ACCEPTED,→,milk,657,Milky Way,659,Latvian,140,Latvian,140,milk,Milky Way,piens,Piena Ceļš
4092,shift2670,Polysemy,8,ACCEPTED,→,&lt;animal&gt;,1916,white caps (on sea waves),64,Lithuanian,126,Lithuanian,126,ewe lambs,"white horses (on the waves, lit. Sheep of the waves)",avelės,(bangų) avelės
4100,shift2383,Derivation,2,ACCEPTED,→,summer,4330,South,4179,Lithuanian,126,Lithuanian,126,summer,southern,vasãris,vasãris
4317,shift1191,Polysemy,4,ACCEPTED,→,circle,983,finger-ring,1284,Latvian,140,Latvian,140,circle,finger-ring,riņķis,riņķis
4642,shift3610,Derivation,7,ACCEPTED,→,to forget,2653,forget-me-not (flower),1352,Latvian,140,Latvian,140,to forget,forget-me-not,aizmirst,neaizmirstule
4667,shift1163,Derivation,6,ACCEPTED,→,to work,3380,to plough,2986,Latvian,140,Latvian,140,work,"cultivate, till",strādēt,apstrādāt
4674,shift1163,Derivation,13,ACCEPTED,→,to work,3380,to plough,2986,Lithuanian,126,Lithuanian,126,to work,to plough,dirbti,apdirbti
4832,shift2669,Polysemy,1,ACCEPTED,→,&lt;animal&gt;,1916,cloud,1007,Lithuanian,126,Lithuanian,126,ewe lambs,clouds (lit. sky sheep),avelės,(debesų) avelės
4883,shift1064,Derivation,1,ACCEPTED,—,rooster,1497,cock (of a gun),1023,Lithuanian,126,Lithuanian,126,rooster,cock (of a gun),gaidy˜s,gaidùkas
5026,shift3874,Polysemy,2,ACCEPTED,→,god,804,"&lt;exclamation of surprise, pain or sorrow&gt;",3787,Lithuanian,126,Lithuanian,126,god,"<exclamation of surprise, pain or sorrow>",dieve,dieve
